ORIGIN_CITY_NAME,DEST_CITY_NAME,YEAR,ORIGIN_LAT,ORIGIN_LNG,DEST_LAT,DEST_LNG
"Dallas/Fort Worth, Texas","Oakland, CA",2023,32.7935,-96.7667,37.7904,-122.2166
"Dallas/Fort Worth, Texas","Detroit, MI",2023,32.7935,-96.7667,42.3834,-83.1024
"Dallas/Fort Worth, Texas","Baltimore, MD",2023,32.7935,-96.7667,39.3051,-76.6144
"Dallas/Fort Worth, Texas","Holy Cross, AK",2023,32.7935,-96.7667,62.19263011,-159.7719651
"Dallas/Fort Worth, Texas","Pensacola, FL",2023,32.7935,-96.7667,30.4413,-87.1911
"Dallas/Fort Worth, Texas","Nashville, TN",2023,32.7935,-96.7667,36.1715,-86.7842
"Dallas/Fort Worth, Texas","Oklahoma City, OK",2023,32.7935,-96.7667,35.4676,-97.5136
"Dallas/Fort Worth, Texas","Seattle, WA",2023,32.7935,-96.7667,47.6211,-122.3244
"Dallas/Fort Worth, Texas","Pittsburgh, PA",2023,32.7935,-96.7667,40.4397,-79.9763
"Dallas/Fort Worth, Texas","Mobile, AL",2023,32.7935,-96.7667,30.6782,-88.1162
"Dallas/Fort Worth, Texas",Raleigh,2023,32.7935,-96.7667,35.8324,-78.6429
"Dallas/Fort Worth, Texas","Cincinnati, OH",2023,32.7935,-96.7667,39.1413,-84.506
"Dallas/Fort Worth, Texas","Dallas/Fort Worth, Texas",2023,32.7935,-96.7667,32.7935,-96.7667
"Dallas/Fort Worth, Texas","White Plains, NY",2023,32.7935,-96.7667,41.022,-73.7547
"Dallas/Fort Worth, Texas","Nantucket, MA",2023,32.7935,-96.7667,41.2831,-70.0692
"Dallas/Fort Worth, Texas","Atlanta, GA",2023,32.7935,-96.7667,33.7628,-84.422
"Dallas/Fort Worth, Texas","Napakiak, AK",2023,32.7935,-96.7667,60.7017,-161.9797
"Dallas/Fort Worth, Texas",Greensboro,2023,32.7935,-96.7667,36.0956,-79.8271
"Dallas/Fort Worth, Texas","Chefornak, AK",2023,32.7935,-96.7667,60.13824329,-164.2792005
"Dallas/Fort Worth, Texas","Kodiak, AK",2023,32.7935,-96.7667,57.7559302,-152.5148742
"Dallas/Fort Worth, Texas","Chicago, IL",2023,32.7935,-96.7667,41.8375,-87.6866
"Dallas/Fort Worth, Texas","Kalskag, AK",2023,32.7935,-96.7667,61.53746947,-160.3367366
"Dallas/Fort Worth, Texas","Pittsburgh, PA",2023,32.7935,-96.7667,40.4397,-79.9763
"Dallas/Fort Worth, Texas",Youngstown,2023,32.7935,-96.7667,41.0993,-80.6463
"Dallas/Fort Worth, Texas","Islip, NY",2023,32.7935,-96.7667,40.7385,-73.1888
"Dallas/Fort Worth, Texas","Indianapolis, IN",2023,32.7935,-96.7667,39.7771,-86.1458
"Dallas/Fort Worth, Texas","Togiak, AK",2023,32.7935,-96.7667,59.0528,-160.3974
"Dallas/Fort Worth, Texas","Morristown, NJ",2023,32.7935,-96.7667,40.7967,-74.4772
"Dallas/Fort Worth, Texas","Houston, TX",2023,32.7935,-96.7667,29.786,-95.3885
"Dallas/Fort Worth, Texas","Kivalina, AK",2023,32.7935,-96.7667,67.731,-164.5508
"Dallas/Fort Worth, Texas","Boca Raton, FL",2023,32.7935,-96.7667,26.3752,-80.108
"Dallas/Fort Worth, Texas",Raleigh,2023,32.7935,-96.7667,35.8324,-78.6429
"Dallas/Fort Worth, Texas",Midland,2023,32.7935,-96.7667,32.0243,-102.1147
"Dallas/Fort Worth, Texas",Midland,2023,32.7935,-96.7667,32.0243,-102.1147
"Dallas/Fort Worth, Texas","Pittsburgh, PA",2023,32.7935,-96.7667,40.4397,-79.9763
"Dallas/Fort Worth, Texas",Youngstown,2023,32.7935,-96.7667,41.0993,-80.6463
"Dallas/Fort Worth, Texas","Colorado Springs, CO",2023,32.7935,-96.7667,38.8674,-104.7605
"Dallas/Fort Worth, Texas","Providence, RI",2023,32.7935,-96.7667,41.823,-71.4187
"Dallas/Fort Worth, Texas","Dallas/Fort Worth, Texas",2023,32.7935,-96.7667,32.7935,-96.7667
"Dallas/Fort Worth, Texas","Ruby, AK",2023,32.7935,-96.7667,64.73,-155.47
"Dallas/Fort Worth, Texas","Martha's Vineyard, MA",2023,32.7935,-96.7667,41.3933,-70.6143
"Dallas/Fort Worth, Texas","Shreveport, LA",2023,32.7935,-96.7667,32.4653,-93.7955
"Dallas/Fort Worth, Texas","Nantucket, MA",2023,32.7935,-96.7667,41.2831,-70.0692
"Dallas/Fort Worth, Texas","Manchester, NH",2023,32.7935,-96.7667,42.9848,-71.4447
"Dallas/Fort Worth, Texas","Newtok, AK",2023,32.7935,-96.7667,60.9391,-164.641
"Dallas/Fort Worth, Texas","Salt Lake City, UT",2023,32.7935,-96.7667,40.7776,-111.9311
"Dallas/Fort Worth, Texas",Raleigh,2023,32.7935,-96.7667,35.8324,-78.6429
"Dallas/Fort Worth, Texas","Houston, TX",2023,32.7935,-96.7667,29.786,-95.3885
"Dallas/Fort Worth, Texas","Wilmington, DE",2023,32.7935,-96.7667,39.7415,-75.5416
"Dallas/Fort Worth, Texas","Tampa, FL",2023,32.7935,-96.7667,27.9945,-82.4447
"Dallas/Fort Worth, Texas","White Plains, NY",2023,32.7935,-96.7667,41.022,-73.7547
"Dallas/Fort Worth, Texas",West Palm Beach,2023,32.7935,-96.7667,26.7469,-80.132
"Dallas/Fort Worth, Texas","St. Louis, MO",2023,32.7935,-96.7667,38.6359,-90.2451
"Dallas/Fort Worth, Texas","Kenai, AK",2023,32.7935,-96.7667,60.56664279,-151.245358
"Dallas/Fort Worth, Texas","Cleveland, OH",2023,32.7935,-96.7667,41.4764,-81.6805
"Dallas/Fort Worth, Texas","Burbank, CA",2023,32.7935,-96.7667,34.1879,-118.3235
"Dallas/Fort Worth, Texas","Kapalua, HI",2023,32.7935,-96.7667,20.9629,-156.673
"Dallas/Fort Worth, Texas","Jackson, WY",2023,32.7935,-96.7667,43.472,-110.7746
"Dallas/Fort Worth, Texas","Martha's Vineyard, MA",2023,32.7935,-96.7667,41.3933,-70.6143
"Dallas/Fort Worth, Texas","Cincinnati, OH",2023,32.7935,-96.7667,39.1413,-84.506
"Dallas/Fort Worth, Texas","Chicago, IL",2023,32.7935,-96.7667,41.8375,-87.6866
"Dallas/Fort Worth, Texas","Tulsa, OK",2023,32.7935,-96.7667,36.1283,-95.9042
"Dallas/Fort Worth, Texas","Salina, KS",2023,32.7935,-96.7667,38.8136,-97.6143
"Dallas/Fort Worth, Texas","Louisville, KY",2023,32.7935,-96.7667,38.1663,-85.6485
"Dallas/Fort Worth, Texas","Harrisburg, PA",2023,32.7935,-96.7667,40.2752,-76.8843
"Dallas/Fort Worth, Texas","Palm Springs, CA",2023,32.7935,-96.7667,33.8017,-116.5382
"Dallas/Fort Worth, Texas","Rockford, IL",2023,32.7935,-96.7667,42.2596,-89.064
"Dallas/Fort Worth, Texas","Naples, FL",2023,32.7935,-96.7667,26.1504,-81.7936
"Dallas/Fort Worth, Texas","Tampa, FL",2023,32.7935,-96.7667,27.9945,-82.4447
"Dallas/Fort Worth, Texas","Hayden, CO",2023,32.7935,-96.7667,40.4812,-107.2187
"Dallas/Fort Worth, Texas","Minneapolis, MN",2023,32.7935,-96.7667,44.9635,-93.2678
"Dallas/Fort Worth, Texas","Milwaukee, WI",2023,32.7935,-96.7667,43.0642,-87.9675
"Dallas/Fort Worth, Texas","Quinhagak, AK",2023,32.7935,-96.7667,59.7556,-161.8453
"Dallas/Fort Worth, Texas","Goodnews Bay, AK",2023,32.7935,-96.7667,59.1274,-161.5772
"Dallas/Fort Worth, Texas","Orlando, FL",2023,32.7935,-96.7667,28.4773,-81.337
"Dallas/Fort Worth, Texas","Galbraith Lake, AK",2023,32.7935,-96.7667,68.4794,-149.4904
"Dallas/Fort Worth, Texas","Flagstaff, AZ",2023,32.7935,-96.7667,35.1872,-111.6194
"Dallas/Fort Worth, Texas","Kansas City, MO",2023,32.7935,-96.7667,39.1238,-94.5541
"Dallas/Fort Worth, Texas","Charleston, SC",2023,32.7935,-96.7667,32.8168,-79.9687
"Dallas/Fort Worth, Texas","Kipnuk, AK",2023,32.7935,-96.7667,59.93580382,-164.0276662
"Dallas/Fort Worth, Texas","Omaha, NE",2023,32.7935,-96.7667,41.2627,-96.0529
"Dallas/Fort Worth, Texas","Portland, OR",2023,32.7935,-96.7667,45.5371,-122.65
"Dallas/Fort Worth, Texas","Greer, SC",2023,32.7935,-96.7667,34.933,-82.2313
"Dallas/Fort Worth, Texas","Columbus, OH",2023,32.7935,-96.7667,39.9862,-82.9855
"Dallas/Fort Worth, Texas","Anchorage, AK",2023,32.7935,-96.7667,61.1508,-149.1091
"Dallas/Fort Worth, Texas","East Hampton, NY",2023,32.7935,-96.7667,41.0117,-72.1277
"Dallas/Fort Worth, Texas","Grand Rapids, MI",2023,32.7935,-96.7667,42.9619,-85.6562
"Dallas/Fort Worth, Texas","San Francisco, CA",2023,32.7935,-96.7667,37.7558,-122.4449
"Dallas/Fort Worth, Texas","Tucson, AZ",2023,32.7935,-96.7667,32.1541,-110.8787
"Dallas/Fort Worth, Texas","Laredo, TX",2023,32.7935,-96.7667,27.5625,-99.4874
"Dallas/Fort Worth, Texas","Gambell, AK",2023,32.7935,-96.7667,63.7668,-171.7339
"Dallas/Fort Worth, Texas","Nome, AK",2023,32.7935,-96.7667,64.51324011,-165.4513302
"Dallas/Fort Worth, Texas","Hartford, CT",2023,32.7935,-96.7667,41.7661,-72.6834
"Dallas/Fort Worth, Texas","Richmond, VA",2023,32.7935,-96.7667,37.5295,-77.4756
"Dallas/Fort Worth, Texas","Lubbock, TX",2023,32.7935,-96.7667,33.5657,-101.8879
"Dallas/Fort Worth, Texas","Anchorage, AK",2023,32.7935,-96.7667,61.1508,-149.1091
"Dallas/Fort Worth, Texas","Ekwok, AK",2023,32.7935,-96.7667,59.3536056,-157.4764774
"Dallas/Fort Worth, Texas","Albany, NY",2023,32.7935,-96.7667,42.6664,-73.7987
"Dallas/Fort Worth, Texas","Norfolk, VA",2023,32.7935,-96.7667,36.8945,-76.259
"Dallas/Fort Worth, Texas","Boston, MA",2023,32.7935,-96.7667,42.3188,-71.0852
"Dallas/Fort Worth, Texas","Orlando, FL",2023,32.7935,-96.7667,28.4773,-81.337
"Dallas/Fort Worth, Texas","Panama City, FL",2023,32.7935,-96.7667,30.1995,-85.6003
"Dallas/Fort Worth, Texas","Memphis, TN",2023,32.7935,-96.7667,35.1087,-89.9663
"Dallas/Fort Worth, Texas","Omaha, NE",2023,32.7935,-96.7667,41.2627,-96.0529
"Dallas/Fort Worth, Texas","Fort Myers, FL",2023,32.7935,-96.7667,26.6194,-81.8302
"Dallas/Fort Worth, Texas","Charlotte, NC",2023,32.7935,-96.7667,35.2083,-80.8303
"Dallas/Fort Worth, Texas","Chicago, IL",2023,32.7935,-96.7667,41.8375,-87.6866
"Dallas/Fort Worth, Texas","Washington, DC",2023,32.7935,-96.7667,38.85779787,-77.03827439
"Dallas/Fort Worth, Texas",Greensboro,2023,32.7935,-96.7667,36.0956,-79.8271
"Dallas/Fort Worth, Texas","Smyrna, TN",2023,32.7935,-96.7667,35.9687,-86.5264
"Dallas/Fort Worth, Texas","Grand Junction, CO",2023,32.7935,-96.7667,39.0877,-108.5673
"Dallas/Fort Worth, Texas","El Paso, TX",2023,32.7935,-96.7667,31.8476,-106.43
"Dallas/Fort Worth, Texas","Nashville, TN",2023,32.7935,-96.7667,36.1715,-86.7842
"Dallas/Fort Worth, Texas","Reno, NV",2023,32.7935,-96.7667,39.5497,-119.8483
"Dallas/Fort Worth, Texas","Cody, WY",2023,32.7935,-96.7667,44.5213,-109.0548
"Dallas/Fort Worth, Texas","Washington, DC",2023,32.7935,-96.7667,38.85779787,-77.03827439
"Dallas/Fort Worth, Texas","Sacramento, CA",2023,32.7935,-96.7667,38.5677,-121.4685
"Dallas/Fort Worth, Texas","Niagara Falls, NY",2023,32.7935,-96.7667,43.0921,-79.0147
"Dallas/Fort Worth, Texas","Bozeman, MT",2023,32.7935,-96.7667,45.6833,-111.0558
"Dallas/Fort Worth, Texas","Teterboro, NJ",2023,32.7935,-96.7667,40.85844557,-74.06156139
"Dallas/Fort Worth, Texas","Wales, AK",2023,32.7935,-96.7667,65.6231733,-168.0950152
"Dallas/Fort Worth, Texas","Detroit, MI",2023,32.7935,-96.7667,42.3834,-83.1024
"Dallas/Fort Worth, Texas","Billings, MT",2023,32.7935,-96.7667,45.7891,-108.5526
"Dallas/Fort Worth, Texas","El Paso, TX",2023,32.7935,-96.7667,31.8476,-106.43
"Dallas/Fort Worth, Texas","Chattanooga, TN",2023,32.7935,-96.7667,35.066,-85.2481
"Dallas/Fort Worth, Texas","Oklahoma City, OK",2023,32.7935,-96.7667,35.4676,-97.5136
"Dallas/Fort Worth, Texas","Austin, TX",2023,32.7935,-96.7667,30.3005,-97.7522
"Dallas/Fort Worth, Texas","Las Vegas, NV",2023,32.7935,-96.7667,36.2333,-115.2654
"Dallas/Fort Worth, Texas","Kasigluk, AK",2023,32.7935,-96.7667,60.8733,-162.524
"Dallas/Fort Worth, Texas","Huntsville, AL",2023,32.7935,-96.7667,34.6981,-86.6412
"Dallas/Fort Worth, Texas","Phoenix, AZ",2023,32.7935,-96.7667,33.5722,-112.0892
"Dallas/Fort Worth, Texas","Orlando, FL",2023,32.7935,-96.7667,28.4773,-81.337
"Dallas/Fort Worth, Texas","Bedford, MA",2023,32.7935,-96.7667,42.4969,-71.2783
"Dallas/Fort Worth, Texas","Burbank, CA",2023,32.7935,-96.7667,34.1879,-118.3235
"Dallas/Fort Worth, Texas","Indianapolis, IN",2023,32.7935,-96.7667,39.7771,-86.1458
"Dallas/Fort Worth, Texas","Van Nuys, CA",2023,32.7935,-96.7667,34.2098,-118.489
"Dallas/Fort Worth, Texas","Monterey, CA",2023,32.7935,-96.7667,36.5919,-121.8808
"Dallas/Fort Worth, Texas","Chicago, IL",2023,32.7935,-96.7667,41.8375,-87.6866
"Dallas/Fort Worth, Texas","Pittsburgh, PA",2023,32.7935,-96.7667,40.4397,-79.9763
"Dallas/Fort Worth, Texas","Tununak, AK",2023,32.7935,-96.7667,60.57102946,-165.2472936
"Dallas/Fort Worth, Texas",Manhattan,2023,32.7935,-96.7667,39.1886,-96.6048
"Dallas/Fort Worth, Texas","Jacksonville, FL",2023,32.7935,-96.7667,30.3322,-81.6749
"Dallas/Fort Worth, Texas","Smyrna, TN",2023,32.7935,-96.7667,35.9687,-86.5264
"Dallas/Fort Worth, Texas","Little Rock, AR",2023,32.7935,-96.7667,34.7256,-92.3577
"Dallas/Fort Worth, Texas","Deadhorse, AK",2023,32.7935,-96.7667,70.1948,-148.4647
"Dallas/Fort Worth, Texas","Peach Springs, AZ",2023,32.7935,-96.7667,35.571681,-113.2929567
"Dallas/Fort Worth, Texas","Dallas/Fort Worth, Texas",2023,32.7935,-96.7667,32.7935,-96.7667
"Dallas/Fort Worth, Texas","Laredo, TX",2023,32.7935,-96.7667,27.5625,-99.4874
"Dallas/Fort Worth, Texas","Colorado Springs, CO",2023,32.7935,-96.7667,38.8674,-104.7605
"Dallas/Fort Worth, Texas",West Palm Beach,2023,32.7935,-96.7667,26.7469,-80.132
"Dallas/Fort Worth, Texas","Buffalo, NY",2023,32.7935,-96.7667,42.9018,-78.8487
"Dallas/Fort Worth, Texas","Valparaiso, FL",2023,32.7935,-96.7667,30.50221536,-86.55006325
"Dallas/Fort Worth, Texas","Golovin, AK",2023,32.7935,-96.7667,64.543,-163.0297
"Dallas/Fort Worth, Texas","New Orleans, LA",2023,32.7935,-96.7667,30.0687,-89.9288
"Dallas/Fort Worth, Texas","Columbus, OH",2023,32.7935,-96.7667,39.9862,-82.9855
"Dallas/Fort Worth, Texas","Laredo, TX",2023,32.7935,-96.7667,27.5625,-99.4874
"Dallas/Fort Worth, Texas","Smyrna, TN",2023,32.7935,-96.7667,35.9687,-86.5264
"Dallas/Fort Worth, Texas","Jacksonville, FL",2023,32.7935,-96.7667,30.3322,-81.6749
"Dallas/Fort Worth, Texas","Gary, IN",2023,32.7935,-96.7667,41.5905,-87.3473
"Dallas/Fort Worth, Texas","Grand Rapids, MI",2023,32.7935,-96.7667,42.9619,-85.6562
"Dallas/Fort Worth, Texas",Sarasota,2023,32.7935,-96.7667,27.3387,-82.5432
"Dallas/Fort Worth, Texas","Oklahoma City, OK",2023,32.7935,-96.7667,35.4676,-97.5136
"Dallas/Fort Worth, Texas","Bozeman, MT",2023,32.7935,-96.7667,45.6833,-111.0558
"Dallas/Fort Worth, Texas","Austin, TX",2023,32.7935,-96.7667,30.3005,-97.7522
"Dallas/Fort Worth, Texas","Milwaukee, WI",2023,32.7935,-96.7667,43.0642,-87.9675
"Dallas/Fort Worth, Texas","Aspen, CO",2023,32.7935,-96.7667,39.2232,-106.868
"Dallas/Fort Worth, Texas","Buffalo, NY",2023,32.7935,-96.7667,42.9018,-78.8487
"Dallas/Fort Worth, Texas","Reno, NV",2023,32.7935,-96.7667,39.5497,-119.8483
"Dallas/Fort Worth, Texas","Anchorage, AK",2023,32.7935,-96.7667,61.1508,-149.1091
"Dallas/Fort Worth, Texas","Omaha, NE",2023,32.7935,-96.7667,41.2627,-96.0529
"Dallas/Fort Worth, Texas","Columbus, OH",2023,32.7935,-96.7667,39.9862,-82.9855
"Dallas/Fort Worth, Texas","Yuma, AZ",2023,32.7935,-96.7667,32.5995,-114.5491
"Dallas/Fort Worth, Texas","Dallas/Fort Worth, Texas",2023,32.7935,-96.7667,32.7935,-96.7667
"Dallas/Fort Worth, Texas",Saranac Lake,2023,32.7935,-96.7667,44.28508894,-73.97441302
"Dallas/Fort Worth, Texas","Ruby, AK",2023,32.7935,-96.7667,64.73,-155.47
"Dallas/Fort Worth, Texas","Manchester, NH",2023,32.7935,-96.7667,42.9848,-71.4447
"Dallas/Fort Worth, Texas","Dallas/Fort Worth, Texas",2023,32.7935,-96.7667,32.7935,-96.7667
"Dallas/Fort Worth, Texas","Cleveland, OH",2023,32.7935,-96.7667,41.4764,-81.6805
"Dallas/Fort Worth, Texas","Ontario, CA",2023,32.7935,-96.7667,34.0393,-117.6064
"Danger Bay, AK","St. Louis, MO",2023,57.79416248,-152.3936869,38.6359,-90.2451
"Danger Bay, AK","St. Louis, MO",2023,57.79416248,-152.3936869,38.6359,-90.2451
"Danger Bay, AK","Fort Lauderdale, FL",2023,57.79416248,-152.3936869,26.1412,-80.1464
"Danger Bay, AK","Phoenix, AZ",2023,57.79416248,-152.3936869,33.5722,-112.0892
"Dayton, OH","Tallahassee, FL",2023,39.7805,-84.2003,30.4551,-84.2527
"Dayton, OH","San Francisco, CA",2023,39.7805,-84.2003,37.7558,-122.4449
"Dayton, OH","Baltimore, MD",2023,39.7805,-84.2003,39.3051,-76.6144
"Dayton, OH","Atlanta, GA",2023,39.7805,-84.2003,33.7628,-84.422
"Dayton, OH","Tampa, FL",2023,39.7805,-84.2003,27.9945,-82.4447
"Dayton, OH","New York, NY",2023,39.7805,-84.2003,40.6943,-73.9249
"Dayton, OH","Austin, TX",2023,39.7805,-84.2003,30.3005,-97.7522
"Dayton, OH","Grand Rapids, MI",2023,39.7805,-84.2003,42.9619,-85.6562
"Dayton, OH","Igiugig, AK",2023,39.7805,-84.2003,59.324,-155.8948
"Dayton, OH","Seattle, WA",2023,39.7805,-84.2003,47.6211,-122.3244
"Dayton, OH","King Salmon, AK",2023,39.7805,-84.2003,58.6768,-156.6492
"Dayton, OH","East Farmingdale, NY",2023,39.7805,-84.2003,40.7287,-73.4134
"Dayton, OH","Knoxville, TN",2023,39.7805,-84.2003,35.9692,-83.9496
"Dayton, OH","Aniak, AK",2023,39.7805,-84.2003,61.58099389,-159.5436808
"Dayton, OH","St. Louis, MO",2023,39.7805,-84.2003,38.6359,-90.2451
"Dayton, OH","Birmingham, AL",2023,39.7805,-84.2003,33.5279,-86.7971
"Dayton, OH","Teterboro, NJ",2023,39.7805,-84.2003,40.85844557,-74.06156139
"Dayton, OH","Columbia, SC",2023,39.7805,-84.2003,34.0378,-80.9036
"Dayton, OH","Des Moines, IA",2023,39.7805,-84.2003,41.5725,-93.6105
"Dayton, OH","Savannah, GA",2023,39.7805,-84.2003,32.0286,-81.1821
"Dayton, OH","Tallahassee, FL",2023,39.7805,-84.2003,30.4551,-84.2527
"Dayton, OH","Washington, DC",2023,39.7805,-84.2003,38.85779787,-77.03827439
"Dayton, OH","Brunswick, GA",2023,39.7805,-84.2003,31.1449,-81.4746
"Dayton, OH","Sitka, AK",2023,39.7805,-84.2003,57.05308793,-135.3653068
"Dayton, OH","Los Angeles, CA",2023,39.7805,-84.2003,34.1141,-118.4068
"Dayton, OH","Golovin, AK",2023,39.7805,-84.2003,64.543,-163.0297
"Dayton, OH","Kansas City, MO",2023,39.7805,-84.2003,39.1238,-94.5541
"Dayton, OH","Rochester, NY",2023,39.7805,-84.2003,43.168,-77.6162
"Dayton, OH","Portsmouth, NH",2023,39.7805,-84.2003,43.058,-70.7826
"Dayton, OH","Salt Lake City, UT",2023,39.7805,-84.2003,40.7776,-111.9311
"Dayton, OH",Sarasota,2023,39.7805,-84.2003,27.3387,-82.5432
"Dayton, OH","San Antonio, TX",2023,39.7805,-84.2003,29.4632,-98.5238
"Dayton, OH","Indianapolis, IN",2023,39.7805,-84.2003,39.7771,-86.1458
"Dayton, OH","Grayling, AK",2023,39.7805,-84.2003,62.89740624,-160.0659518
"Dayton, OH","Tulsa, OK",2023,39.7805,-84.2003,36.1283,-95.9042
"Dayton, OH",Greensboro,2023,39.7805,-84.2003,36.0956,-79.8271
"Dayton, OH","Las Vegas, NV",2023,39.7805,-84.2003,36.2333,-115.2654
"Dayton, OH","Pensacola, FL",2023,39.7805,-84.2003,30.4413,-87.1911
"Dayton, OH","Anchorage, AK",2023,39.7805,-84.2003,61.1508,-149.1091
"Dayton, OH","Charleston, SC",2023,39.7805,-84.2003,32.8168,-79.9687
"Dayton, OH","Honolulu, HI",2023,39.7805,-84.2003,21.3294,-157.846
"Dayton, OH","Portland, OR",2023,39.7805,-84.2003,45.5371,-122.65
"Dayton, OH","Point Hope, AK",2023,39.7805,-84.2003,68.34679275,-166.8015274
"Dayton, OH","Westhampton, NY",2023,39.7805,-84.2003,40.84516153,-72.64176113
"Dayton, OH","Hawthorne, CA",2023,39.7805,-84.2003,33.9147,-118.3476
"Dayton, OH","Mountain View, CA",2023,39.7805,-84.2003,37.4001,-122.0796
"Dayton, OH","Aspen, CO",2023,39.7805,-84.2003,39.2232,-106.868
"Dayton, OH","Fort Wayne, IN",2023,39.7805,-84.2003,41.0888,-85.1436
"Dayton, OH","Nome, AK",2023,39.7805,-84.2003,64.51324011,-165.4513302
"Dayton, OH","Tuscaloosa, AL",2023,39.7805,-84.2003,33.2348,-87.5268
"Dayton, OH","Watertown, NY",2023,39.7805,-84.2003,43.9734,-75.9094
"Dayton, OH","Hartford, CT",2023,39.7805,-84.2003,41.7661,-72.6834
"Dayton, OH",Allentown,2023,39.7805,-84.2003,40.5961,-75.4756
"Dayton, OH","Kotlik, AK",2023,39.7805,-84.2003,63.0306,-163.5533
"Dayton, OH","Reno, NV",2023,39.7805,-84.2003,39.5497,-119.8483
"Dayton, OH","Newark, NJ",2023,39.7805,-84.2003,40.7245,-74.1725
"Daytona Beach, FL","Seattle, WA",2023,29.1995,-81.0982,47.6211,-122.3244
"Daytona Beach, FL","Rochester, NY",2023,29.1995,-81.0982,43.168,-77.6162
"Daytona Beach, FL","Houston, TX",2023,29.1995,-81.0982,29.786,-95.3885
"Daytona Beach, FL","Evansville, IN",2023,29.1995,-81.0982,37.9881,-87.5341
"Daytona Beach, FL","Phoenix, AZ",2023,29.1995,-81.0982,33.5722,-112.0892
"Daytona Beach, FL","New Stuyahok, AK",2023,29.1995,-81.0982,59.45208529,-157.3736961
"Daytona Beach, FL","Hooper Bay, AK",2023,29.1995,-81.0982,61.52125786,-166.1429722
"Daytona Beach, FL","Scottsbluff, NE",2023,29.1995,-81.0982,41.8684,-103.6616
"Daytona Beach, FL","Akiachak, AK",2023,29.1995,-81.0982,60.9054549,-161.4244387
"Daytona Beach, FL","Memphis, TN",2023,29.1995,-81.0982,35.1087,-89.9663
"Daytona Beach, FL","Mekoryuk, AK",2023,29.1995,-81.0982,60.371,-166.27
"Daytona Beach, FL","Riverside, CA",2023,29.1995,-81.0982,33.9381,-117.3949
"Daytona Beach, FL","Memphis, TN",2023,29.1995,-81.0982,35.1087,-89.9663
"Daytona Beach, FL","Dallas/Fort Worth, Texas",2023,29.1995,-81.0982,32.7935,-96.7667
"Daytona Beach, FL","Atlanta, GA",2023,29.1995,-81.0982,33.7628,-84.422
"Daytona Beach, FL","Columbia, SC",2023,29.1995,-81.0982,34.0378,-80.9036
"Daytona Beach, FL","Hartford, CT",2023,29.1995,-81.0982,41.7661,-72.6834
"Daytona Beach, FL","Palm Springs, CA",2023,29.1995,-81.0982,33.8017,-116.5382
"Daytona Beach, FL","Brownsville, TX",2023,29.1995,-81.0982,25.9975,-97.458
"Daytona Beach, FL","Norfolk, VA",2023,29.1995,-81.0982,36.8945,-76.259
"Daytona Beach, FL","Milwaukee, WI",2023,29.1995,-81.0982,43.0642,-87.9675
"Daytona Beach, FL","Nikolski, AK",2023,29.1995,-81.0982,52.9417,-168.8481
"Daytona Beach, FL","Santa Ana, CA",2023,29.1995,-81.0982,33.7367,-117.8819
"Daytona Beach, FL","Los Angeles, CA",2023,29.1995,-81.0982,34.1141,-118.4068
"Daytona Beach, FL","Williston, ND",2023,29.1995,-81.0982,48.1814,-103.6364
"Daytona Beach, FL","Houston, TX",2023,29.1995,-81.0982,29.786,-95.3885
"Daytona Beach, FL","Baltimore, MD",2023,29.1995,-81.0982,39.3051,-76.6144
"Daytona Beach, FL","Lebanon-Hanover, NH",2023,29.1995,-81.0982,43.6261,-72.3045
"Daytona Beach, FL","Provincetown, MA",2023,29.1995,-81.0982,42.0715,-70.2214
"Deadhorse, AK","Honolulu, HI",2023,70.1948,-148.4647,21.3294,-157.846
"Deadhorse, AK","Rockford, IL",2023,70.1948,-148.4647,42.2596,-89.064
"Deadhorse, AK","Jackson, WY",2023,70.1948,-148.4647,43.472,-110.7746
"Deadhorse, AK","Boston, MA",2023,70.1948,-148.4647,42.3188,-71.0852
"Deadhorse, AK","Greer, SC",2023,70.1948,-148.4647,34.933,-82.2313
"Deadhorse, AK","Homer, AK",2023,70.1948,-148.4647,59.6456,-151.4764
"Deadhorse, AK","Sioux Falls, SD",2023,70.1948,-148.4647,43.5396,-96.7311
"Deadhorse, AK","Marquette, MI",2023,70.1948,-148.4647,46.544,-87.4082
"Deadhorse, AK","Bedford, MA",2023,70.1948,-148.4647,42.4969,-71.2783
"Deadhorse, AK","Omaha, NE",2023,70.1948,-148.4647,41.2627,-96.0529
"Deadhorse, AK","Hughes, AK",2023,70.1948,-148.4647,66.0411,-154.263
"Deadhorse, AK","St. Louis, MO",2023,70.1948,-148.4647,38.6359,-90.2451
"Deadhorse, AK","Bethel, AK",2023,70.1948,-148.4647,60.7798,-161.837
"Deadhorse, AK","Omaha, NE",2023,70.1948,-148.4647,41.2627,-96.0529
"Deadhorse, AK","State College, PA",2023,70.1948,-148.4647,40.7909,-77.8567
"Deadhorse, AK","Monterey, CA",2023,70.1948,-148.4647,36.5919,-121.8808
"Deadhorse, AK","Worcester, MA",2023,70.1948,-148.4647,42.2705,-71.8079
"Deadhorse, AK","Appleton, WI",2023,70.1948,-148.4647,44.278,-88.3892
"Deadhorse, AK","Savoonga, AK",2023,70.1948,-148.4647,63.68969696,-170.4768041
"Deadhorse, AK","Toledo, OH",2023,70.1948,-148.4647,41.6638,-83.5827
